drawSystemId,drawDate,gameType,n1,n2,n3,n4,n5,n6
6921,2023-08-12T20:00:00Z,Lotto,5,10,19,28,33,39
6920,2023-08-10T20:00:00Z,Lotto,5,9,12,17,23,44
6919,2023-08-08T20:00:00Z,Lotto,26,32,33,35,43,46
6918,2023-08-05T20:00:00Z,Lotto,9,13,16,17,26,27
6917,2023-08-03T20:00:00Z,Lotto,5,6,8,39,42,48
6916,2023-08-01T20:00:00Z,Lotto,4,23,40,41,42,48
6915,2023-07-29T20:00:00Z,Lotto,1,11,12,20,40,45
6914,2023-07-27T20:00:00Z,Lotto,1,5,7,21,22,37
6913,2023-07-25T20:00:00Z,Lotto,14,28,32,39,48,49
6912,2023-07-22T20:00:00Z,Lotto,5,9,17,21,22,25
6911,2023-07-20T20:00:00Z,Lotto,1,12,18,34,39,49
6910,2023-07-18T20:00:00Z,Lotto,17,18,19,23,38,41
6909,2023-07-15T20:00:00Z,Lotto,5,9,12,36,38,48
6908,2023-07-13T20:00:00Z,Lotto,22,32,33,34,38,44
6907,2023-07-11T20:00:00Z,Lotto,9,17,34,42,44,45
6906,2023-07-08T20:00:00Z,Lotto,5,8,15,20,24,47
6905,2023-07-06T20:00:00Z,Lotto,17,23,40,41,43,45
6904,2023-07-04T20:00:00Z,Lotto,8,19,27,28,40,43
6903,2023-07-01T20:00:00Z,Lotto,5,8,18,39,40,43
6902,2023-06-29T20:00:00Z,Lotto,2,13,21,26,31,35
6901,2023-06-27T20:00:00Z,Lotto,1,16,17,19,38,48
6900,2023-06-24T20:00:00Z,Lotto,7,11,12,25,37,48
6899,2023-06-22T20:00:00Z,Lotto,9,17,35,41,45,47
6898,2023-06-20T20:00:00Z,Lotto,11,12,16,31,37,39
6897,2023-06-17T20:00:00Z,Lotto,2,5,19,20,27,49
6896,2023-06-15T20:00:00Z,Lotto,7,16,23,24,38,47
6895,2023-06-13T20:00:00Z,Lotto,9,21,37,38,40,47
6894,2023-06-10T20:00:00Z,Lotto,6,29,31,40,43,48
6893,2023-06-08T20:00:00Z,Lotto,6,13,21,36,45,47
6892,2023-06-06T20:00:00Z,Lotto,4,6,18,30,47,48
6891,2023-06-03T20:00:00Z,Lotto,2,15,17,31,34,35
6890,2023-06-01T20:00:00Z,Lotto,5,6,17,23,29,49
6889,2023-05-30T20:00:00Z,Lotto,8,19,32,37,44,47
6888,2023-05-27T20:00:00Z,Lotto,24,31,33,34,44,49
6887,2023-05-25T20:00:00Z,Lotto,2,7,11,15,41,46
6886,2023-05-23T20:00:00Z,Lotto,1,6,11,12,28,35
6885,2023-05-20T20:00:00Z,Lotto,7,8,12,16,40,48
6884,2023-05-18T20:00:00Z,Lotto,5,7,20,29,45,48
6883,2023-05-16T20:00:00Z,Lotto,4,16,18,33,34,46
6882,2023-05-13T20:00:00Z,Lotto,2,7,8,32,41,45
6881,2023-05-11T20:00:00Z,Lotto,2,3,9,27,38,46
6880,2023-05-09T20:00:00Z,Lotto,8,16,27,28,38,49
6879,2023-05-06T20:00:00Z,Lotto,1,16,27,31,38,42
6878,2023-05-04T20:00:00Z,Lotto,9,11,14,15,33,49
6877,2023-05-02T20:00:00Z,Lotto,2,4,26,27,36,45
6876,2023-04-29T20:00:00Z,Lotto,7,13,17,29,30,39
6875,2023-04-27T20:00:00Z,Lotto,5,32,33,37,47,49
6874,2023-04-25T20:00:00Z,Lotto,2,5,6,11,39,44
6873,2023-04-22T20:00:00Z,Lotto,5,7,10,25,41,44
6872,2023-04-20T20:00:00Z,Lotto,10,17,26,28,31,47
6871,2023-04-18T20:00:00Z,Lotto,12,20,23,27,34,35
6870,2023-04-15T20:00:00Z,Lotto,5,6,14,36,40,48
6869,2023-04-13T20:00:00Z,Lotto,7,9,10,40,41,45
6868,2023-04-11T20:00:00Z,Lotto,1,7,11,30,33,46
6867,2023-04-08T20:00:00Z,Lotto,3,14,30,38,45,47
6866,2023-04-06T20:00:00Z,Lotto,1,4,11,29,34,44
6865,2023-04-04T20:00:00Z,Lotto,15,17,26,31,35,46
6864,2023-04-01T20:00:00Z,Lotto,4,9,21,29,43,46
6863,2023-03-30T20:00:00Z,Lotto,10,19,43,44,45,49
6862,2023-03-28T20:00:00Z,Lotto,3,10,13,15,23,34
6861,2023-03-25T21:00:00Z,Lotto,3,12,19,31,40,43
6860,2023-03-23T21:00:00Z,Lotto,13,28,34,43,44,45
6859,2023-03-21T21:00:00Z,Lotto,1,7,19,21,25,36
6858,2023-03-18T21:00:00Z,Lotto,3,9,20,36,42,49
6857,2023-03-16T21:00:00Z,Lotto,3,8,39,40,41,43
6856,2023-03-14T21:00:00Z,Lotto,8,12,15,21,36,42
6855,2023-03-11T21:00:00Z,Lotto,1,16,20,21,40,44
6854,2023-03-09T21:00:00Z,Lotto,5,27,30,33,35,39
6853,2023-03-07T21:00:00Z,Lotto,18,20,36,37,44,46
6852,2023-03-04T21:00:00Z,Lotto,10,11,21,32,34,48
6851,2023-03-02T21:00:00Z,Lotto,1,4,10,28,30,49
6850,2023-02-28T21:00:00Z,Lotto,2,36,41,42,45,46
6849,2023-02-25T21:00:00Z,Lotto,7,10,35,38,41,45
6848,2023-02-23T21:00:00Z,Lotto,10,13,22,26,43,48
6847,2023-02-21T21:00:00Z,Lotto,1,12,17,23,25,38
6846,2023-02-18T21:00:00Z,Lotto,1,27,30,32,42,48
6845,2023-02-16T21:00:00Z,Lotto,13,15,20,26,28,36
6844,2023-02-14T21:00:00Z,Lotto,14,24,26,33,34,48
6843,2023-02-11T21:00:00Z,Lotto,6,14,16,24,28,44
6842,2023-02-09T21:00:00Z,Lotto,1,13,26,40,45,49
6841,2023-02-07T21:00:00Z,Lotto,10,13,14,23,40,44
6840,2023-02-04T21:00:00Z,Lotto,14,20,22,26,47,48
6839,2023-02-02T21:00:00Z,Lotto,18,29,31,35,40,46
6838,2023-01-31T21:00:00Z,Lotto,5,8,19,28,41,46
6837,2023-01-28T21:00:00Z,Lotto,4,24,34,39,40,44
6836,2023-01-26T21:00:00Z,Lotto,7,15,26,28,33,35
6835,2023-01-24T21:00:00Z,Lotto,3,6,8,10,13,33
6834,2023-01-21T21:00:00Z,Lotto,14,26,37,41,43,47
6833,2023-01-19T21:00:00Z,Lotto,1,2,18,22,41,48
6832,2023-01-17T21:00:00Z,Lotto,8,11,18,22,38,49
6831,2023-01-14T21:00:00Z,Lotto,14,23,34,39,44,45
6830,2023-01-12T21:00:00Z,Lotto,25,31,32,33,44,45
6829,2023-01-10T21:00:00Z,Lotto,3,10,11,30,40,48
6828,2023-01-07T21:00:00Z,Lotto,3,9,12,21,29,43
6827,2023-01-05T21:00:00Z,Lotto,7,21,31,43,45,49
6826,2023-01-03T21:00:00Z,Lotto,8,11,14,37,38,48
6825,2022-12-31T21:00:00Z,Lotto,16,19,29,36,46,47
6824,2022-12-29T21:00:00Z,Lotto,4,15,23,27,30,41
6823,2022-12-27T21:00:00Z,Lotto,2,9,11,17,28,41
6822,2022-12-24T21:00:00Z,Lotto,8,16,24,27,41,44
6821,2022-12-22T21:00:00Z,Lotto,2,3,5,35,38,46
6820,2022-12-20T21:00:00Z,Lotto,1,2,5,6,10,19
6819,2022-12-17T21:00:00Z,Lotto,11,12,15,25,32,43
6818,2022-12-15T21:00:00Z,Lotto,1,4,13,18,34,47
6817,2022-12-13T21:00:00Z,Lotto,14,30,36,37,39,47
6816,2022-12-10T21:00:00Z,Lotto,11,13,20,23,38,39
6815,2022-12-08T21:00:00Z,Lotto,16,19,25,38,43,45
6814,2022-12-06T21:00:00Z,Lotto,1,13,16,20,36,48
6813,2022-12-03T21:00:00Z,Lotto,4,20,25,26,40,49
6812,2022-12-01T21:00:00Z,Lotto,4,9,15,35,42,44
6811,2022-11-29T21:00:00Z,Lotto,2,15,19,32,44,45
6810,2022-11-26T21:00:00Z,Lotto,2,21,25,36,37,39
6809,2022-11-24T21:00:00Z,Lotto,3,4,15,25,29,39
6808,2022-11-22T21:00:00Z,Lotto,16,18,30,32,36,38
6807,2022-11-19T21:00:00Z,Lotto,3,10,21,26,31,40
6806,2022-11-17T21:00:00Z,Lotto,4,25,27,29,30,32
6805,2022-11-15T21:00:00Z,Lotto,1,3,6,26,46,48
6804,2022-11-12T21:00:00Z,Lotto,5,9,22,39,45,47
6803,2022-11-10T21:00:00Z,Lotto,6,11,16,31,33,45
6802,2022-11-08T21:00:00Z,Lotto,6,18,21,28,36,48
6801,2022-11-05T21:00:00Z,Lotto,3,12,13,16,24,49
6800,2022-11-03T21:00:00Z,Lotto,4,9,15,32,34,40
6799,2022-11-01T21:00:00Z,Lotto,5,7,9,20,29,32
6798,2022-10-29T20:00:00Z,Lotto,17,20,24,28,30,35
6797,2022-10-27T20:00:00Z,Lotto,2,5,18,29,39,46
6796,2022-10-25T20:00:00Z,Lotto,9,19,34,38,42,48
6795,2022-10-22T20:00:00Z,Lotto,10,14,25,31,38,40
6794,2022-10-20T20:00:00Z,Lotto,2,19,23,33,42,47
6793,2022-10-18T20:00:00Z,Lotto,2,8,18,27,40,45
6792,2022-10-15T20:00:00Z,Lotto,2,5,6,13,32,39
6791,2022-10-13T20:00:00Z,Lotto,19,30,34,40,42,47
6790,2022-10-11T20:00:00Z,Lotto,1,2,16,17,36,48
6789,2022-10-08T20:00:00Z,Lotto,7,20,23,25,29,43
6788,2022-10-06T20:00:00Z,Lotto,5,21,24,26,42,44
6787,2022-10-04T20:00:00Z,Lotto,2,6,7,24,37,38
6786,2022-10-01T20:00:00Z,Lotto,12,17,22,25,30,47
6785,2022-09-29T20:00:00Z,Lotto,5,19,22,28,43,47
6784,2022-09-27T20:00:00Z,Lotto,5,7,21,24,27,37
6783,2022-09-24T20:00:00Z,Lotto,4,26,30,33,39,46
6782,2022-09-22T20:00:00Z,Lotto,6,11,15,26,34,45
6781,2022-09-20T20:00:00Z,Lotto,11,16,18,23,27,42
6780,2022-09-17T20:00:00Z,Lotto,11,20,24,38,41,46
6779,2022-09-15T20:00:00Z,Lotto,2,12,14,30,46,48
6778,2022-09-13T20:00:00Z,Lotto,2,13,19,33,37,48
6777,2022-09-10T20:00:00Z,Lotto,6,7,13,17,21,27
6776,2022-09-08T20:00:00Z,Lotto,8,22,26,36,40,47
6775,2022-09-06T20:00:00Z,Lotto,4,5,17,22,26,38
6774,2022-09-03T20:00:00Z,Lotto,2,28,35,46,47,48
6773,2022-09-01T20:00:00Z,Lotto,7,10,12,17,33,43
6772,2022-08-30T20:00:00Z,Lotto,12,17,21,26,28,49
6771,2022-08-27T20:00:00Z,Lotto,2,3,7,9,24,29
6770,2022-08-25T20:00:00Z,Lotto,2,6,12,15,36,37
6769,2022-08-23T20:00:00Z,Lotto,5,12,20,28,48,49
6768,2022-08-20T20:00:00Z,Lotto,5,7,10,16,47,48
6767,2022-08-18T20:00:00Z,Lotto,8,10,14,25,32,41
6766,2022-08-16T20:00:00Z,Lotto,7,10,13,21,24,42
6765,2022-08-13T20:00:00Z,Lotto,6,7,9,23,27,28
6764,2022-08-11T20:00:00Z,Lotto,8,11,13,14,19,25
6763,2022-08-09T20:00:00Z,Lotto,7,9,10,19,44,47
6762,2022-08-06T20:00:00Z,Lotto,7,19,33,42,47,49
6761,2022-08-04T20:00:00Z,Lotto,10,14,15,34,36,40
6760,2022-08-02T20:00:00Z,Lotto,9,14,17,22,37,49
6759,2022-07-30T19:50:00Z,Lotto,1,12,13,33,42,48
6758,2022-07-28T19:50:00Z,Lotto,2,9,16,38,39,49
6757,2022-07-26T19:50:00Z,Lotto,10,20,24,30,34,46
6756,2022-07-23T19:50:00Z,Lotto,1,4,17,22,39,43
6755,2022-07-21T19:50:00Z,Lotto,1,21,24,34,37,39
6754,2022-07-19T19:50:00Z,Lotto,11,14,16,24,26,39
6753,2022-07-16T19:50:00Z,Lotto,5,16,19,21,26,32
6752,2022-07-14T19:50:00Z,Lotto,15,18,22,31,34,49
6751,2022-07-12T19:50:00Z,Lotto,3,9,19,28,32,38
6750,2022-07-09T19:50:00Z,Lotto,8,13,15,36,39,41
6749,2022-07-07T19:50:00Z,Lotto,7,14,21,28,32,44
6748,2022-07-05T19:50:00Z,Lotto,2,14,20,34,38,40
6747,2022-07-02T19:50:00Z,Lotto,4,10,30,33,35,46
6746,2022-06-30T19:50:00Z,Lotto,25,29,30,35,38,39
6745,2022-06-28T19:50:00Z,Lotto,3,24,29,34,36,45
6744,2022-06-25T19:50:00Z,Lotto,20,27,28,38,41,49
6743,2022-06-23T19:50:00Z,Lotto,3,4,27,30,34,46
6742,2022-06-21T19:50:00Z,Lotto,12,15,24,27,34,49
6741,2022-06-18T19:50:00Z,Lotto,10,16,18,26,30,41
6740,2022-06-16T19:50:00Z,Lotto,13,18,21,38,39,45
6739,2022-06-14T19:50:00Z,Lotto,13,14,18,21,29,45
6738,2022-06-11T19:50:00Z,Lotto,5,23,30,47,48,49
6737,2022-06-09T19:50:00Z,Lotto,7,17,18,19,29,44
6736,2022-06-07T19:50:00Z,Lotto,4,12,27,28,31,39
6735,2022-06-04T19:50:00Z,Lotto,2,13,22,24,29,48
6734,2022-06-02T19:50:00Z,Lotto,10,20,26,35,39,46
6733,2022-05-31T19:50:00Z,Lotto,8,11,13,18,35,43
6732,2022-05-28T19:50:00Z,Lotto,4,9,10,15,31,44
6731,2022-05-26T19:50:00Z,Lotto,4,7,13,20,33,49
6730,2022-05-24T19:50:00Z,Lotto,11,17,25,27,34,48
6729,2022-05-21T19:50:00Z,Lotto,12,14,15,35,37,47
6728,2022-05-19T19:50:00Z,Lotto,17,21,28,29,39,43
6727,2022-05-17T19:50:00Z,Lotto,1,4,5,14,18,39
6726,2022-05-14T19:50:00Z,Lotto,14,19,24,27,42,47
6725,2022-05-12T19:50:00Z,Lotto,12,14,21,25,45,49
6724,2022-05-10T19:50:00Z,Lotto,4,12,21,38,40,42
6723,2022-05-07T19:50:00Z,Lotto,7,15,21,22,35,49
6722,2022-05-05T19:50:00Z,Lotto,4,12,16,21,24,29
6721,2022-05-03T19:50:00Z,Lotto,9,13,14,18,31,33
6720,2022-04-30T19:50:00Z,Lotto,1,10,12,23,29,38
6719,2022-04-28T19:50:00Z,Lotto,8,9,12,20,28,44
6718,2022-04-26T19:50:00Z,Lotto,3,4,5,14,18,20
6717,2022-04-23T19:50:00Z,Lotto,4,5,17,29,32,42
6716,2022-04-21T19:50:00Z,Lotto,3,16,26,31,32,46
6715,2022-04-19T19:50:00Z,Lotto,11,22,24,28,35,45
6714,2022-04-16T19:50:00Z,Lotto,2,19,24,36,39,45
6713,2022-04-14T19:50:00Z,Lotto,2,4,33,35,38,42
6712,2022-04-12T19:50:00Z,Lotto,1,12,13,24,32,34
6711,2022-04-09T19:50:00Z,Lotto,1,10,16,26,34,47
6710,2022-04-07T19:50:00Z,Lotto,2,20,23,25,33,43
6709,2022-04-05T19:50:00Z,Lotto,6,9,24,28,43,48
6708,2022-04-02T19:50:00Z,Lotto,1,4,19,20,25,41
6707,2022-03-31T19:50:00Z,Lotto,1,5,14,17,26,47
6706,2022-03-29T19:50:00Z,Lotto,3,7,24,26,38,48
6705,2022-03-26T20:50:00Z,Lotto,2,12,30,32,40,48
6704,2022-03-24T20:50:00Z,Lotto,16,21,29,36,38,41
6703,2022-03-22T20:50:00Z,Lotto,2,3,18,22,33,34
6702,2022-03-19T20:50:00Z,Lotto,2,26,27,29,41,46
6701,2022-03-17T20:50:00Z,Lotto,2,27,34,35,45,47
6700,2022-03-15T20:50:00Z,Lotto,3,11,12,15,22,32
6699,2022-03-12T20:50:00Z,Lotto,2,25,35,39,45,48
6698,2022-03-10T20:50:00Z,Lotto,11,16,24,26,29,31
6697,2022-03-08T20:50:00Z,Lotto,2,5,24,29,35,40
6696,2022-03-05T20:50:00Z,Lotto,9,16,17,18,20,38
6695,2022-03-03T20:50:00Z,Lotto,2,3,12,17,39,47
6694,2022-03-01T20:50:00Z,Lotto,3,17,27,32,33,35
6693,2022-02-26T20:50:00Z,Lotto,9,20,21,39,44,48
6692,2022-02-24T20:50:00Z,Lotto,2,10,11,24,30,45
6691,2022-02-22T20:50:00Z,Lotto,7,8,16,27,35,46
6690,2022-02-19T20:50:00Z,Lotto,4,7,25,30,41,44
6689,2022-02-17T20:50:00Z,Lotto,7,8,11,28,41,49
6688,2022-02-15T20:50:00Z,Lotto,6,15,32,34,42,49
6687,2022-02-12T20:50:00Z,Lotto,8,14,23,30,42,44
6686,2022-02-10T20:50:00Z,Lotto,6,20,21,36,41,46
6685,2022-02-08T20:50:00Z,Lotto,15,21,27,28,29,42
6684,2022-02-05T20:50:00Z,Lotto,1,5,41,43,44,46
6683,2022-02-03T20:50:00Z,Lotto,7,12,20,25,38,48
6682,2022-02-01T20:50:00Z,Lotto,1,6,12,15,21,42
6681,2022-01-29T20:50:00Z,Lotto,13,20,26,28,39,45
6680,2022-01-27T20:50:00Z,Lotto,3,12,24,27,30,38
6679,2022-01-25T20:50:00Z,Lotto,1,6,8,35,38,49
6678,2022-01-22T20:50:00Z,Lotto,1,3,19,21,23,37
6677,2022-01-20T20:50:00Z,Lotto,9,13,14,17,25,40
6676,2022-01-18T20:50:00Z,Lotto,8,15,21,29,31,42
6675,2022-01-15T20:50:00Z,Lotto,6,20,34,37,41,48
6674,2022-01-13T20:50:00Z,Lotto,6,14,24,40,41,47
6673,2022-01-11T20:50:00Z,Lotto,7,12,15,35,42,47
6672,2022-01-08T20:50:00Z,Lotto,10,18,29,33,34,45
6671,2022-01-06T20:50:00Z,Lotto,1,5,8,36,37,38
6670,2022-01-04T20:50:00Z,Lotto,8,23,25,36,39,49
6669,2022-01-01T20:50:00Z,Lotto,3,4,11,17,19,24
6668,2021-12-30T20:50:00Z,Lotto,2,9,16,28,39,45
6667,2021-12-28T20:50:00Z,Lotto,1,8,12,22,27,45
6666,2021-12-25T20:50:00Z,Lotto,28,30,31,37,47,49
6665,2021-12-23T20:50:00Z,Lotto,12,15,21,29,30,39
6664,2021-12-21T20:50:00Z,Lotto,8,15,24,41,46,48
6663,2021-12-18T20:50:00Z,Lotto,3,17,22,25,42,43
6662,2021-12-16T20:50:00Z,Lotto,4,18,21,25,29,34
6661,2021-12-14T20:50:00Z,Lotto,25,26,27,32,44,48
6660,2021-12-11T20:50:00Z,Lotto,19,22,23,26,29,45
6659,2021-12-09T20:50:00Z,Lotto,3,7,32,41,43,46
6658,2021-12-07T20:50:00Z,Lotto,10,12,24,26,37,44
6657,2021-12-04T20:50:00Z,Lotto,15,16,37,38,39,42
6656,2021-12-02T20:50:00Z,Lotto,6,10,36,37,42,49
6655,2021-11-30T20:50:00Z,Lotto,7,9,18,19,28,35
6654,2021-11-27T20:50:00Z,Lotto,7,17,23,24,39,42
6653,2021-11-25T20:50:00Z,Lotto,4,11,22,27,37,48
6652,2021-11-23T20:50:00Z,Lotto,19,24,31,46,47,48
6651,2021-11-20T20:50:00Z,Lotto,7,9,23,27,33,39
6650,2021-11-18T20:50:00Z,Lotto,2,5,19,28,39,44
6649,2021-11-16T20:50:00Z,Lotto,11,21,22,29,39,42
6648,2021-11-13T20:50:00Z,Lotto,12,18,22,28,29,31
6647,2021-11-11T20:50:00Z,Lotto,14,15,17,27,38,41
6646,2021-11-09T20:50:00Z,Lotto,6,9,12,24,30,40
6645,2021-11-06T20:50:00Z,Lotto,1,13,19,22,24,41
6644,2021-11-04T20:50:00Z,Lotto,1,5,7,11,13,40
6643,2021-11-02T20:50:00Z,Lotto,6,8,10,40,41,46
6642,2021-10-30T19:50:00Z,Lotto,1,10,11,13,18,45
6641,2021-10-28T19:50:00Z,Lotto,6,11,18,21,37,41
6640,2021-10-26T19:50:00Z,Lotto,4,5,22,29,35,48
6639,2021-10-23T19:50:00Z,Lotto,1,13,31,38,43,49
6638,2021-10-21T19:50:00Z,Lotto,17,23,26,28,41,48
6637,2021-10-19T19:50:00Z,Lotto,10,15,18,26,32,40
6636,2021-10-16T19:50:00Z,Lotto,4,5,8,18,40,45
6635,2021-10-14T19:50:00Z,Lotto,1,6,11,13,22,46
6634,2021-10-12T19:50:00Z,Lotto,18,21,25,33,38,48
6633,2021-10-09T19:50:00Z,Lotto,7,8,12,18,37,43
6632,2021-10-07T19:50:00Z,Lotto,1,16,24,37,44,46
6631,2021-10-05T19:50:00Z,Lotto,7,13,21,25,32,33
6630,2021-10-02T19:50:00Z,Lotto,1,7,21,23,32,42
6629,2021-09-30T19:50:00Z,Lotto,1,3,28,34,43,45
6628,2021-09-28T19:50:00Z,Lotto,17,18,22,31,42,46
6627,2021-09-25T19:50:00Z,Lotto,4,15,19,24,41,48
6626,2021-09-23T19:50:00Z,Lotto,1,14,24,31,42,47
6625,2021-09-21T19:50:00Z,Lotto,7,10,18,19,35,39
6624,2021-09-18T19:50:00Z,Lotto,13,14,33,38,43,45
6623,2021-09-16T19:50:00Z,Lotto,2,3,6,7,43,44
6622,2021-09-14T19:50:00Z,Lotto,6,15,16,23,35,46
6621,2021-09-11T19:50:00Z,Lotto,2,30,33,41,45,46
6620,2021-09-09T19:50:00Z,Lotto,3,15,21,23,28,46
6619,2021-09-07T19:50:00Z,Lotto,1,4,10,19,20,42
6618,2021-09-04T19:50:00Z,Lotto,28,29,30,34,35,38
6617,2021-09-02T19:50:00Z,Lotto,4,9,17,22,30,36
6616,2021-08-31T19:50:00Z,Lotto,12,17,26,31,41,43
6615,2021-08-28T19:50:00Z,Lotto,3,6,10,15,23,29
6614,2021-08-26T19:50:00Z,Lotto,5,6,8,10,13,16
6613,2021-08-24T19:50:00Z,Lotto,4,9,25,30,39,47
6612,2021-08-21T19:50:00Z,Lotto,4,12,15,20,22,33
6611,2021-08-19T19:50:00Z,Lotto,6,8,12,22,32,36
6610,2021-08-17T19:50:00Z,Lotto,4,5,23,27,32,36
6609,2021-08-14T19:50:00Z,Lotto,10,19,28,33,34,37
6608,2021-08-12T19:50:00Z,Lotto,8,18,19,20,35,39
6607,2021-08-10T19:50:00Z,Lotto,7,14,26,31,32,43
6606,2021-08-07T19:50:00Z,Lotto,12,20,21,23,33,39
6605,2021-08-05T19:50:00Z,Lotto,13,21,28,29,34,35
6604,2021-08-03T19:50:00Z,Lotto,1,8,10,22,23,28
6603,2021-07-31T19:50:00Z,Lotto,12,13,22,31,34,44
6602,2021-07-29T19:50:00Z,Lotto,7,12,35,39,42,46
6601,2021-07-27T19:50:00Z,Lotto,6,16,26,36,38,46
6600,2021-07-24T19:50:00Z,Lotto,10,23,26,29,32,39
6599,2021-07-22T19:50:00Z,Lotto,14,17,19,23,28,44
6598,2021-07-20T19:50:00Z,Lotto,3,7,11,16,34,47
6597,2021-07-17T19:50:00Z,Lotto,2,8,13,21,22,30
6596,2021-07-15T19:50:00Z,Lotto,5,12,19,24,33,45
6595,2021-07-13T19:50:00Z,Lotto,1,8,11,26,37,47
6594,2021-07-10T19:50:00Z,Lotto,1,4,16,31,36,45
6593,2021-07-08T19:50:00Z,Lotto,4,8,18,24,29,47
6592,2021-07-06T19:50:00Z,Lotto,2,3,32,33,42,44
6591,2021-07-03T19:50:00Z,Lotto,17,29,33,40,43,49
6590,2021-07-01T19:50:00Z,Lotto,3,10,19,33,38,44
6589,2021-06-29T19:50:00Z,Lotto,1,16,25,34,36,39
6588,2021-06-26T19:50:00Z,Lotto,2,14,30,34,44,49
6587,2021-06-24T19:50:00Z,Lotto,14,19,29,35,39,47
6586,2021-06-22T19:50:00Z,Lotto,9,10,14,23,25,44
6585,2021-06-19T19:50:00Z,Lotto,3,13,31,34,43,47
6584,2021-06-17T19:50:00Z,Lotto,17,19,20,24,46,48
6583,2021-06-15T19:50:00Z,Lotto,1,2,24,30,46,49
6582,2021-06-12T19:50:00Z,Lotto,1,16,19,21,22,37
6581,2021-06-10T19:50:00Z,Lotto,3,4,14,31,41,46
6580,2021-06-08T19:50:00Z,Lotto,3,19,20,27,29,40
6579,2021-06-05T19:50:00Z,Lotto,1,2,3,22,24,43
6578,2021-06-03T19:50:00Z,Lotto,1,2,15,36,41,49
6577,2021-06-01T19:50:00Z,Lotto,16,28,38,39,44,45
6576,2021-05-29T19:50:00Z,Lotto,3,14,15,22,41,46
6575,2021-05-27T19:50:00Z,Lotto,5,17,31,41,42,47
6574,2021-05-25T19:50:00Z,Lotto,11,19,24,29,39,49
6573,2021-05-22T19:50:00Z,Lotto,3,8,21,23,35,38
6572,2021-05-20T19:50:00Z,Lotto,30,35,43,45,46,48
6571,2021-05-18T19:50:00Z,Lotto,3,23,34,41,45,49
6570,2021-05-15T19:50:00Z,Lotto,5,13,15,26,37,42
6569,2021-05-13T19:50:00Z,Lotto,2,3,6,13,15,17
6568,2021-05-11T19:50:00Z,Lotto,19,22,29,31,34,42
6567,2021-05-08T19:50:00Z,Lotto,8,10,13,36,44,47
6566,2021-05-06T19:50:00Z,Lotto,3,16,24,42,46,49
6565,2021-05-04T19:50:00Z,Lotto,10,11,24,27,31,37
6564,2021-05-01T19:50:00Z,Lotto,3,11,15,22,43,44
6563,2021-04-29T19:50:00Z,Lotto,5,31,42,43,44,49
6562,2021-04-27T19:50:00Z,Lotto,2,5,27,36,43,48
6561,2021-04-24T19:50:00Z,Lotto,21,23,38,39,41,47
6560,2021-04-22T19:50:00Z,Lotto,1,10,11,26,30,44
6559,2021-04-20T19:50:00Z,Lotto,1,5,10,12,33,45
6558,2021-04-17T19:50:00Z,Lotto,4,14,16,29,36,41
6557,2021-04-15T19:50:00Z,Lotto,5,14,22,42,45,49
6556,2021-04-13T19:50:00Z,Lotto,5,12,25,29,30,38
6555,2021-04-10T19:50:00Z,Lotto,29,32,34,38,41,44
6554,2021-04-08T19:50:00Z,Lotto,31,33,36,41,42,45
6553,2021-04-06T19:50:00Z,Lotto,8,17,24,26,28,29
6552,2021-04-03T19:50:00Z,Lotto,8,9,30,31,45,47
6551,2021-04-01T19:50:00Z,Lotto,7,27,30,32,36,44
6550,2021-03-30T19:50:00Z,Lotto,6,9,10,11,36,38
6549,2021-03-27T20:50:00Z,Lotto,2,25,31,34,38,46
6548,2021-03-25T20:50:00Z,Lotto,5,19,34,43,44,46
6547,2021-03-23T20:50:00Z,Lotto,7,11,12,16,19,48
6546,2021-03-20T20:50:00Z,Lotto,2,3,5,9,31,48
6545,2021-03-18T20:50:00Z,Lotto,1,5,18,24,43,47
6544,2021-03-16T20:50:00Z,Lotto,3,4,24,27,28,48
6543,2021-03-13T20:50:00Z,Lotto,8,14,17,42,43,47
6542,2021-03-11T20:50:00Z,Lotto,2,5,17,18,33,40
6541,2021-03-09T20:50:00Z,Lotto,15,20,32,37,43,48
6540,2021-03-06T20:50:00Z,Lotto,6,10,15,16,17,27
6539,2021-03-04T20:50:00Z,Lotto,22,25,30,34,37,43
6538,2021-03-02T20:50:00Z,Lotto,17,18,37,43,45,46
6537,2021-02-27T20:50:00Z,Lotto,1,22,37,40,42,48
6536,2021-02-25T20:50:00Z,Lotto,3,7,14,18,40,46
6535,2021-02-23T20:50:00Z,Lotto,4,11,15,20,22,27
6534,2021-02-20T20:50:00Z,Lotto,3,20,25,27,33,46
6533,2021-02-18T20:50:00Z,Lotto,2,18,19,22,25,35
6532,2021-02-16T20:50:00Z,Lotto,3,13,16,18,34,41
6531,2021-02-13T20:50:00Z,Lotto,2,8,16,30,36,46
6530,2021-02-11T20:50:00Z,Lotto,6,8,14,18,31,44
6529,2021-02-09T20:50:00Z,Lotto,17,23,26,42,46,49
6528,2021-02-06T20:50:00Z,Lotto,7,11,29,31,33,41
6527,2021-02-04T20:50:00Z,Lotto,23,29,31,37,41,49
6526,2021-02-02T20:50:00Z,Lotto,9,20,38,39,42,45
6525,2021-01-30T20:50:00Z,Lotto,1,18,36,39,47,48
6524,2021-01-28T20:50:00Z,Lotto,14,22,23,41,48,49
6523,2021-01-26T20:50:00Z,Lotto,13,17,20,25,41,47
